,client_code,2018-12-31T00:00:00.000000000,2019-01-31T00:00:00.000000000,2019-02-28T00:00:00.000000000,2019-03-31T00:00:00.000000000,2019-04-30T00:00:00.000000000,2019-05-31T00:00:00.000000000,2019-06-30T00:00:00.000000000,2019-07-31T00:00:00.000000000,2019-08-31T00:00:00.000000000,2019-09-01T00:00:00.000000000,2019-10-01T00:00:00.000000000,2019-11-01T00:00:00.000000000,2019-12-01T00:00:00.000000000,2020-01-01T00:00:00.000000000
C103855,C103855,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1
C118567,C118567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118539,C118539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109530,C109530,0,0,-1,-1,0,0,0,0,-1,-1,0,0,-1,0
C145538,C145538,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1
C117541,C117541,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0
C103314,C103314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152033,C152033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C145198,C145198,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1
C145058,C145058,,,,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C114442,C114442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104429,C104429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106012,C106012,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0
C113680,C113680,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C104623,C104623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114667,C114667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144991,C144991,HEALTH,HEALTH,0,0,-1,0,0,0,0,0,-1,0,0,0
C151365,C151365,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
C153584,C153584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C119685,C119685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110178,C110178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120078,C120078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101861,C101861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107247,C107247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100726,C100726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104903,C104903,HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0
C120979,C120979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153024,C153024,,,,,,,,,,,,,,
C103273,C103273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112722,C112722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108717,C108717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150612,C150612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
C104234,C104234,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,-1
C152792,C152792,,,,,,,,,,,,,,
C103063,C103063,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1
C109267,C109267,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1
C113160,C113160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100482,C100482,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C146864,C146864,,,,,,,0,0,0,0,0,0,0,0
C154111,C154111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C147345,C147345,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
C101458,C101458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106597,C106597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102620,C102620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112354,C112354,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C113561,C113561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116120,C116120,-1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1
C145295,C145295,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,0
C101672,C101672,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
C113425,C113425,-1,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,0
C111325,C111325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107811,C107811,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C104634,C104634,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C102507,C102507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113046,C113046,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C107481,C107481,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0
C152501,C152501,,,,,,,,,,,,,,
C115427,C115427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106310,C106310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109300,C109300,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,0,0,-1,0,0,0
C102177,C102177,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
C108230,C108230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149052,C149052,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1
C149207,C149207,,,,,,,,,,,0,0,0,0
C106121,C106121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119470,C119470,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0
C104153,C104153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103837,C103837,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0
C100941,C100941,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C120259,C120259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119221,C119221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120109,C120109,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C106438,C106438,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1
C154119,C154119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C102549,C102549,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
C145399,C145399,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0
C103235,C103235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117208,C117208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145908,C145908,,,,,,0,0,0,0,0,0,0,0,0
C144358,C144358,-1,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,0
C115401,C115401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120612,C120612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120744,C120744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117248,C117248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106881,C106881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C121001,C121001,HEALTH,HEALTH,HEALTH,0,0,0,0,0,HEALTH7,HEALTH7,HEALTH7,HEALTH7,HEALTH7,HEALTH7
C101630,C101630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106378,C106378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119907,C119907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114227,C114227,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C149096,C149096,,,,,,,,,0,0,0,0,0,0
C112228,C112228,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
C107958,C107958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113231,C113231,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0
C145005,C145005,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1
C106486,C106486,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C107686,C107686,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C110478,C110478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118955,C118955,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C105333,C105333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109561,C109561,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C119001,C119001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105185,C105185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100899,C100899,0,0,0,0,0,0,0,-1,HEALTH4,HEALTH4,HEALTH4,HEALTH4,HEALTH4,HEALTH4
C108193,C108193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101044,C101044,0,0,0,0,0,0,0,0,0,RETIREMENT0,RETIREMENT0,RETIREMENT0,RETIREMENT0,RETIREMENT0
C116072,C116072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106101,C106101,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C108139,C108139,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0
C104478,C104478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105552,C105552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101959,C101959,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0
C101049,C101049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145059,C145059,,0,0,0,0,0,0,0,0,0,0,0,0,0
C108673,C108673,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0
C117994,C117994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118370,C118370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113548,C113548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111249,C111249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119453,C119453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146319,C146319,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
C109409,C109409,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C150620,C150620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
C149871,C149871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C120930,C120930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109726,C109726,-1,-1,HEALTH,-1,HEALTH,-1,-1,0,0,0,-1,-1,0,-1
C120751,C120751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105475,C105475,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C112675,C112675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108575,C108575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104150,C104150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103712,C103712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111763,C111763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101978,C101978,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,0
C110786,C110786,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0
C106697,C106697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103849,C103849,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
C145162,C145162,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
C111762,C111762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118146,C118146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103478,C103478,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0
C104180,C104180,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0
C103305,C103305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118223,C118223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106889,C106889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114983,C114983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151265,C151265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C146196,C146196,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
C103685,C103685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108904,C108904,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
C102545,C102545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115665,C115665,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C119060,C119060,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C112910,C112910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114310,C114310,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
C112823,C112823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104191,C104191,0,0,0,0,0,0,0,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT
C114009,C114009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109307,C109307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107410,C107410,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
C147975,C147975,,,,,,,,0,0,0,-1,-1,-1,-1
C102321,C102321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115459,C115459,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
C106288,C106288,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
C104575,C104575,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C110721,C110721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117822,C117822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144746,C144746,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
C101969,C101969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149005,C149005,,,,,,,,,0,0,0,0,0,-1
C144413,C144413,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1
C113431,C113431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102978,C102978,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1
C100884,C100884,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
C105707,C105707,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
C103657,C103657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114400,C114400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106667,C106667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116314,C116314,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0
C111405,C111405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100644,C100644,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
C104618,C104618,0,0,0,0,HEALTH8,HEALTH8,HEALTH8,HEALTH8,HEALTH8,HEALTH8,0,0,0,0
C113627,C113627,0,0,0,0,0,0,0,0,0,0,0,0,INVESTMENT,INVESTMENT
C121002,C121002,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C119102,C119102,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C114374,C114374,0,0,0,0,0,0,0,INVESTMENT1,INVESTMENT1,INVESTMENT1,INVESTMENT1,INVESTMENT1,INVESTMENT1,0
C119919,C119919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118572,C118572,0,0,0,0,0,0,0,0,HEALTH7,HEALTH7,HEALTH7,HEALTH7,HEALTH7,HEALTH7
C115902,C115902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108210,C108210,0,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0
C151968,C151968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C107464,C107464,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C100521,C100521,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C110974,C110974,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1
C144515,C144515,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0
C111132,C111132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106366,C106366,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,-1,0
C101827,C101827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119139,C119139,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C113065,C113065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106140,C106140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116012,C116012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115899,C115899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152003,C152003,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C149033,C149033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
C113701,C113701,-1,0,0,-1,0,-1,0,-1,0,-1,-1,0,-1,0
C113243,C113243,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
C102553,C102553,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,-1,-1
C106740,C106740,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C113803,C113803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105375,C105375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112626,C112626,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C106359,C106359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109394,C109394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107672,C107672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102933,C102933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100159,C100159,,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0
C111251,C111251,HEALTH,HEALTH,-1,HEALTH,-1,-1,0,0,0,0,0,-1,-1,0
C106383,C106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148337,C148337,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0
C111594,C111594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113665,C113665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146144,C146144,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0
C115044,C115044,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
C117408,C117408,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C117283,C117283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119619,C119619,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C112491,C112491,-1,-1,0,-1,-1,0,0,0,-1,-1,0,-1,-1,0
C101965,C101965,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C144695,C144695,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
C151291,C151291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C106277,C106277,0,0,,,,,,,,,,,,
C102685,C102685,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,0,0
C101068,C101068,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C101145,C101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116086,C116086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102773,C102773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101654,C101654,0,0,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1
C101481,C101481,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0
C104547,C104547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114996,C114996,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C115740,C115740,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C107421,C107421,0,0,0,0,HEALTH4,HEALTH4,HEALTH4,HEALTH4,HEALTH4,HEALTH4,0,0,0,0
C104587,C104587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112515,C112515,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
C119840,C119840,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1
C145306,C145306,-1,-1,-1,-1,0,0,HEALTH0,-1,-1,HEALTH0,-1,HEALTH0,0,0
C119732,C119732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118371,C118371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100961,C100961,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C104554,C104554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145460,C145460,HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0
C104206,C104206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107168,C107168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147466,C147466,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0
C113771,C113771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120917,C120917,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1
C104549,C104549,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1
C120549,C120549,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C103603,C103603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115869,C115869,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1
C108668,C108668,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1
C147273,C147273,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1
C145239,C145239,INVESTMENT7,INVESTMENT7,0,0,0,0,0,0,0,0,0,0,0,0
C110453,C110453,-1,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0
C109345,C109345,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
C111912,C111912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102649,C102649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150738,C150738,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0
C111102,C111102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118700,C118700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145421,C145421,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,0
C152084,C152084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C116472,C116472,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0
C100917,C100917,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
C146399,C146399,0,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1
C114022,C114022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146231,C146231,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
C113802,C113802,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,-1
C100882,C100882,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C149160,C149160,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
C120155,C120155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114210,C114210,0,0,0,0,0,0,0,0,HEALTH3,HEALTH3,HEALTH3,HEALTH3,HEALTH3,HEALTH3
C116629,C116629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106877,C106877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104055,C104055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118100,C118100,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,0,0,0,0,0
C119771,C119771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116370,C116370,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0
C101172,C101172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153926,C153926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C104962,C104962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119726,C119726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104670,C104670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153913,C153913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C147520,C147520,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1
C111564,C111564,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C101963,C101963,HEALTH,HEALTH,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1
C109914,C109914,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1
C102461,C102461,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0
C145222,C145222,HEALTH,HEALTH,0,0,0,0,0,0,0,0,0,0,0,0
C104043,C104043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145549,C145549,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
C105032,C105032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145844,C145844,,,,,,0,0,0,0,0,0,0,0,-1
C115467,C115467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104264,C104264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101908,C101908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109103,C109103,0,0,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0
C102605,C102605,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1
C149958,C149958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
C109591,C109591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101464,C101464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110278,C110278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101853,C101853,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
C116209,C116209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109499,C109499,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
C152042,C152042,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C149526,C149526,,,,,,,,,,,0,0,0,0
C149924,C149924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
C146023,C146023,,,,,,0,0,0,0,0,0,0,0,0
C154096,C154096,-1,-1,-1,-1,,,,,,,,,,
C111685,C111685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109225,C109225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115404,C115404,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C146248,C146248,-1,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1
C143250,C143250,,,,0,0,0,0,0,0,0,0,-1,-1,-1
C117687,C117687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119876,C119876,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1
C108047,C108047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146858,C146858,,,,,,,0,0,0,0,0,0,0,0
C147483,C147483,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
C102266,C102266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117401,C117401,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C101167,C101167,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C114128,C114128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118153,C118153,0,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1
C119963,C119963,0,0,0,0,0,0,0,0,0,0,0,0,HEALTH4,HEALTH9/HEALTH4/HEALTH4
C103021,C103021,0,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,0
C108131,C108131,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
